================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=words, v=1, w=0.14178115887981588, v*w=0.14178115887981588
f=blackt-shirt, v=1, w=0.14154918176360037, v*w=0.14154918176360037
f=woman, v=1, w=0.13011455724741094, v*w=0.13011455724741094
f=other., v=1, w=0.1140915444036574, v*w=0.1140915444036574
f=male, v=1, w=0.08669283309404612, v*w=0.08669283309404612
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=eachother, v=1, w=0.06806286854713815, v*w=0.06806286854713815
f=Awoman, v=1, w=0.06766768141032133, v*w=0.06766768141032133
f=talks, v=1, w=0.06463578756565444, v*w=0.06463578756565444
f=onit, v=1, w=0.06202281972318931, v*w=0.06202281972318931
f=letters, v=1, w=0.06153959234655172, v*w=0.06153959234655172
f=letterson, v=1, w=0.06153959234655172, v*w=0.06153959234655172
f=talking, v=1, w=0.06118559805156672, v*w=0.06118559805156672
f=partially, v=1, w=0.05517193652410311, v*w=0.05517193652410311
f=white, v=1, w=0.04688483943954106, v*w=0.04688483943954106
f=words', v=1, w=0.03132622722831397, v*w=0.03132622722831397
f=amale, v=1, w=0.02912510377041707, v*w=0.02912510377041707
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=shirt, v=1, w=0.01170337111641635, v*w=0.01170337111641635
f=withtattoos, v=1, w=0.0023849873290612096, v*w=0.0023849873290612096
f=hippie, v=1, w=0, v*w=0
f=killer, v=1, w=0, v*w=0
f=t-shirtsmiles, v=1, w=0, v*w=0
f=andtalks, v=1, w=0, v*w=0
f=partiallyshaved, v=1, w=0, v*w=0
f=headwearing, v=1, w=0, v*w=0
f=wearingshirt, v=1, w=0, v*w=0
f='hippie, v=1, w=0, v*w=0
f=hippiekiller, v=1, w=0, v*w=0
f=killer', v=1, w=0, v*w=0
f='in, v=1, w=0, v*w=0
f=whiteletters, v=1, w=0, v*w=0
f=it., v=1, w=-0.003963019090187869, v*w=-0.003963019090187869
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=shaved, v=1, w=-0.007915696236057791, v*w=-0.007915696236057791
f=toeach, v=1, w=-0.011111950660753815, v*w=-0.011111950660753815
f=maleare, v=1, w=-0.01917153300302529, v*w=-0.01917153300302529
f=other, v=1, w=-0.022887079362706675, v*w=-0.022887079362706675
f=smilesand, v=1, w=-0.03370053374202091, v*w=-0.03370053374202091
f=man, v=1, w=-0.03717188463081698, v*w=-0.03717188463081698
f=apartially, v=1, w=-0.03787145931672166, v*w=-0.03787145931672166
f=shavedhead, v=1, w=-0.03833131580307626, v*w=-0.03833131580307626
f=tattoosand, v=1, w=-0.04763638126501359, v*w=-0.04763638126501359
f=it, v=1, w=-0.06838348620698628, v*w=-0.06838348620698628
f=wearing, v=1, w=-0.08591864844088887, v*w=-0.08591864844088887
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=inwhite, v=1, w=-0.09993432057252342, v*w=-0.09993432057252342
f=talksto, v=1, w=-0.10889276772294154, v*w=-0.10889276772294154
f=with, v=3, w=-0.03837810488855693, v*w=-0.1151343146656708
f=Afemale, v=1, w=-0.1192254663980442, v*w=-0.1192254663980442
f=womanwith, v=1, w=-0.12266457094205131, v*w=-0.12266457094205131
f=ablack, v=1, w=-0.1592951330820057, v*w=-0.1592951330820057
f=femaleand, v=1, w=-0.1643983946734667, v*w=-0.1643983946734667
f=t-shirt, v=1, w=-0.1792288857094685, v*w=-0.1792288857094685
f=female, v=1, w=-0.19767638771265916, v*w=-0.19767638771265916
f=tattoos, v=1, w=-0.20297595115847067, v*w=-0.20297595115847067
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=and, v=3, w=-0.07838795061913068, v*w=-0.23516385185739203
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=each, v=1, w=-0.25078193938526344, v*w=-0.25078193938526344
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=to, v=2, w=-0.48295348356315804, v*w=-0.9659069671263161
================================================================================
P: A guy tries to climb a stone cliff while his friend helps him .
H: Two people are climbing a cliff .
label=1, predicted=0, wrong
f=tries, v=1, w=0.31956750243371584, v*w=0.31956750243371584
f=climbing, v=1, w=0.2616145787076287, v*w=0.2616145787076287
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=triesto, v=1, w=0.21179449513281845, v*w=0.21179449513281845
f=guy, v=1, w=0.17619385310430216, v*w=0.17619385310430216
f=Twopeople, v=1, w=0.1569366822391992, v*w=0.1569366822391992
f=areclimbing, v=1, w=0.15105142750527198, v*w=0.15105142750527198
f=people, v=1, w=0.14760555189771213, v*w=0.14760555189771213
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=astone, v=1, w=0.1149169038634925, v*w=0.1149169038634925
f=helps, v=1, w=0.08525516292203049, v*w=0.08525516292203049
f=stone, v=1, w=0.07900465569811194, v*w=0.07900465569811194
f=Two, v=1, w=0.06669680516475003, v*w=0.06669680516475003
f=him, v=1, w=0.05668117526218675, v*w=0.05668117526218675
f=Aguy, v=1, w=0.04478703932981054, v*w=0.04478703932981054
f=while, v=1, w=0.0043804580481082165, v*w=0.0043804580481082165
f=guytries, v=1, w=0, v*w=0
f=stonecliff, v=1, w=0, v*w=0
f=friendhelps, v=1, w=0, v*w=0
f=helpshim, v=1, w=0, v*w=0
f=him., v=1, w=-0.011929631843157616, v*w=-0.011929631843157616
f=climba, v=1, w=-0.012546789544375664, v*w=-0.012546789544375664
f=cliffwhile, v=1, w=-0.021105349762347445, v*w=-0.021105349762347445
f=peopleare, v=1, w=-0.025497121242498363, v*w=-0.025497121242498363
f=toclimb, v=1, w=-0.07663229604552899, v*w=-0.07663229604552899
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=hisfriend, v=1, w=-0.127785801375144, v*w=-0.127785801375144
f=cliff., v=1, w=-0.17995285075121414, v*w=-0.17995285075121414
f=climbinga, v=1, w=-0.19772002805420263, v*w=-0.19772002805420263
f=whilehis, v=1, w=-0.20527305408626156, v*w=-0.20527305408626156
f=acliff, v=1, w=-0.21900441302297396, v*w=-0.21900441302297396
f=climb, v=1, w=-0.22514331586232375, v*w=-0.22514331586232375
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=cliff, v=2, w=-0.1610411613283883, v*w=-0.3220823226567766
f=his, v=1, w=-0.41268421666638866, v*w=-0.41268421666638866
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
f=friend, v=1, w=-0.5051515923988577, v*w=-0.5051515923988577
================================================================================
P: Police officer and his motorcycle in a crowd of people at a protest .
H: A police officer is arresting someone in front of a crowd .
label=0, predicted=0, correct
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=crowdof, v=1, w=0.23286339852107546, v*w=0.23286339852107546
f=infront, v=1, w=0.19798494554347312, v*w=0.19798494554347312
f=people, v=1, w=0.14760555189771213, v*w=0.14760555189771213
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=frontof, v=1, w=0.12611690611735155, v*w=0.12611690611735155
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=policeofficer, v=1, w=0.07468301679391721, v*w=0.07468301679391721
f=ofa, v=1, w=0.06322462541038039, v*w=0.06322462541038039
f=hismotorcycle, v=1, w=0.06303371850696302, v*w=0.06303371850696302
f=Apolice, v=1, w=0.053985702465637414, v*w=0.053985702465637414
f=motorcyclein, v=1, w=0.030573536358132602, v*w=0.030573536358132602
f=someone, v=1, w=0.028021048558986555, v*w=0.028021048558986555
f=Policeofficer, v=1, w=0.0238806877384264, v*w=0.0238806877384264
f=police, v=1, w=0.014669389882377435, v*w=0.014669389882377435
f=officerand, v=1, w=0, v*w=0
f=isarresting, v=1, w=0, v*w=0
f=arrestingsomeone, v=1, w=0, v*w=0
f=officeris, v=1, w=-0.00024192726750474998, v*w=-0.00024192726750474998
f=at, v=1, w=-0.023579113361532747, v*w=-0.023579113361532747
f=motorcycle, v=1, w=-0.03195775290000489, v*w=-0.03195775290000489
f=arresting, v=1, w=-0.07090220614283632, v*w=-0.07090220614283632
f=someonein, v=1, w=-0.07285414179814209, v*w=-0.07285414179814209
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=of, v=2, w=-0.043646278307833394, v*w=-0.08729255661566679
f=officer, v=2, w=-0.048529607014774295, v*w=-0.09705921402954859
f=ata, v=1, w=-0.09965907214342017, v*w=-0.09965907214342017
f=andhis, v=1, w=-0.10169837382890647, v*w=-0.10169837382890647
f=Police, v=1, w=-0.10289222984656246, v*w=-0.10289222984656246
f=peopleat, v=1, w=-0.1029117952072705, v*w=-0.1029117952072705
f=is, v=1, w=-0.10426457744737729, v*w=-0.10426457744737729
f=crowd., v=1, w=-0.10906956334991998, v*w=-0.10906956334991998
f=protest., v=1, w=-0.14612973167775906, v*w=-0.14612973167775906
f=crowd, v=2, w=-0.08248059665349877, v*w=-0.16496119330699754
f=front, v=1, w=-0.17112468492060498, v*w=-0.17112468492060498
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=ofpeople, v=1, w=-0.17707043880538878, v*w=-0.17707043880538878
f=in, v=2, w=-0.09509361429859492, v*w=-0.19018722859718984
f=protest, v=1, w=-0.21322245565190023, v*w=-0.21322245565190023
f=aprotest, v=1, w=-0.24019528171271398, v*w=-0.24019528171271398
f=acrowd, v=2, w=-0.14191262776905758, v*w=-0.28382525553811516
f=his, v=1, w=-0.41268421666638866, v*w=-0.41268421666638866
================================================================================
P: A little girl wearing a pink , yellow and white bathing suit , gets wet from a splash of water .
H: A girl gets wet from a splash of water by her brother .
label=0, predicted=1, wrong
f=water., v=1, w=0.38131044359604643, v*w=0.38131044359604643
f=wet, v=2, w=0.1797095352198441, v*w=0.3594190704396882
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=yellowand, v=1, w=0.21133192072833482, v*w=0.21133192072833482
f=wearinga, v=1, w=0.1767549459194831, v*w=0.1767549459194831
f=girl, v=2, w=0.08465822321403782, v*w=0.16931644642807564
f=bathingsuit, v=1, w=0.16793572783709843, v*w=0.16793572783709843
f=pink,, v=1, w=0.1248215335087017, v*w=0.1248215335087017
f=yellow, v=1, w=0.10439767238302398, v*w=0.10439767238302398
f=,yellow, v=1, w=0.10236941899098043, v*w=0.10236941899098043
f=by, v=1, w=0.09557419462959665, v*w=0.09557419462959665
f=Agirl, v=1, w=0.09137261821583721, v*w=0.09137261821583721
f=little, v=1, w=0.09087190509448108, v*w=0.09087190509448108
f=andwhite, v=1, w=0.08026116816552904, v*w=0.08026116816552904
f=pink, v=1, w=0.06995806484562427, v*w=0.06995806484562427
f=froma, v=2, w=0.031986455966818664, v*w=0.06397291193363733
f=bathing, v=1, w=0.05169565741884144, v*w=0.05169565741884144
f=whitebathing, v=1, w=0.0486156211983091, v*w=0.0486156211983091
f=white, v=1, w=0.04688483943954106, v*w=0.04688483943954106
f=ofwater, v=2, w=0.018224020746036414, v*w=0.03644804149207283
f=girlgets, v=1, w=0.031710226521463755, v*w=0.031710226521463755
f=littlegirl, v=1, w=0.03110502521525412, v*w=0.03110502521525412
f=,gets, v=1, w=0, v*w=0
f=getswet, v=2, w=0, v*w=0
f=splashof, v=2, w=0, v*w=0
f=apink, v=1, w=-0.00339929618543473, v*w=-0.00339929618543473
f=byher, v=1, w=-0.01643344702266597, v*w=-0.01643344702266597
f=water, v=2, w=-0.012095409209399336, v*w=-0.024190818418798672
f=suit,, v=1, w=-0.03251073444240974, v*w=-0.03251073444240974
f=Alittle, v=1, w=-0.03316898223452692, v*w=-0.03316898223452692
f=girlwearing, v=1, w=-0.050629120541239164, v*w=-0.050629120541239164
f=herbrother, v=1, w=-0.05217728696011044, v*w=-0.05217728696011044
f=brother., v=1, w=-0.05436992779911526, v*w=-0.05436992779911526
f=waterby, v=1, w=-0.06087432178575558, v*w=-0.06087432178575558
f=,, v=2, w=-0.031041731553333035, v*w=-0.06208346310666607
f=and, v=1, w=-0.07838795061913068, v*w=-0.07838795061913068
f=wetfrom, v=2, w=-0.04267115969044936, v*w=-0.08534231938089872
f=wearing, v=1, w=-0.08591864844088887, v*w=-0.08591864844088887
f=of, v=2, w=-0.043646278307833394, v*w=-0.08729255661566679
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=asplash, v=2, w=-0.09060863146735648, v*w=-0.18121726293471296
f=her, v=1, w=-0.24551471204742525, v*w=-0.24551471204742525
f=brother, v=1, w=-0.24579920690255425, v*w=-0.24579920690255425
f=splash, v=2, w=-0.1427873270234766, v*w=-0.2855746540469532
f=suit, v=1, w=-0.3070723620659332, v*w=-0.3070723620659332
f=from, v=2, w=-0.1673216980898075, v*w=-0.334643396179615
f=gets, v=2, w=-0.204485395686783, v*w=-0.408970791373566
================================================================================
P: A bridal party is posing for a picture outdoors .
H: The party is taking pictures before a wedding .
label=0, predicted=0, correct
f=outdoors, v=1, w=0.8260083906255807, v*w=0.8260083906255807
f=picture, v=1, w=0.5264889911428662, v*w=0.5264889911428662
f=outdoors., v=1, w=0.3738057527449281, v*w=0.3738057527449281
f=wedding, v=1, w=0.2790267332974676, v*w=0.2790267332974676
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=istaking, v=1, w=0.1534842800712634, v*w=0.1534842800712634
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=wedding., v=1, w=0.10265482302065544, v*w=0.10265482302065544
f=awedding, v=1, w=0.05557604487480689, v*w=0.05557604487480689
f=Abridal, v=1, w=0.04869635743615835, v*w=0.04869635743615835
f=bridal, v=1, w=0.03633369729574571, v*w=0.03633369729574571
f=bridalparty, v=1, w=0.03633369729574571, v*w=0.03633369729574571
f=takingpictures, v=1, w=0.022567509013818855, v*w=0.022567509013818855
f=isposing, v=1, w=0.018527303548444934, v*w=0.018527303548444934
f=pictureoutdoors, v=1, w=0.007640360237522613, v*w=0.007640360237522613
f=Theparty, v=1, w=0, v*w=0
f=picturesbefore, v=1, w=0, v*w=0
f=partyis, v=2, w=-0.013640975016618293, v*w=-0.027281950033236586
f=beforea, v=1, w=-0.03027648099731396, v*w=-0.03027648099731396
f=posing, v=1, w=-0.04041741396755654, v*w=-0.04041741396755654
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=before, v=1, w=-0.1206458507289583, v*w=-0.1206458507289583
f=apicture, v=1, w=-0.13367424044777293, v*w=-0.13367424044777293
f=posingfor, v=1, w=-0.16644287807352223, v*w=-0.16644287807352223
f=fora, v=1, w=-0.20376955166500096, v*w=-0.20376955166500096
f=taking, v=1, w=-0.20385507316095705, v*w=-0.20385507316095705
f=is, v=2, w=-0.10426457744737729, v*w=-0.20852915489475457
f=pictures, v=1, w=-0.330732203772756, v*w=-0.330732203772756
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=for, v=1, w=-0.743610523010233, v*w=-0.743610523010233
f=party, v=2, w=-0.37201062178662014, v*w=-0.7440212435732403
================================================================================
P: A group of people walk up a ramp on a cloudy day .
H: The people are walking .
label=1, predicted=1, correct
f=walking., v=1, w=0.480822005666753, v*w=0.480822005666753
f=arewalking, v=1, w=0.37129417618369875, v*w=0.37129417618369875
f=people, v=2, w=0.14760555189771213, v*w=0.29521110379542426
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=up, v=1, w=0.1852190631071368, v*w=0.1852190631071368
f=walk, v=1, w=0.1600425147256261, v*w=0.1600425147256261
f=group, v=1, w=0.14420728303244848, v*w=0.14420728303244848
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=rampon, v=1, w=0.07912092497771428, v*w=0.07912092497771428
f=cloudyday, v=1, w=0.057587456893563274, v*w=0.057587456893563274
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=walkup, v=1, w=0.02497639932211803, v*w=0.02497639932211803
f=ramp, v=1, w=0.020502540119516098, v*w=0.020502540119516098
f=acloudy, v=1, w=0.011212686110684881, v*w=0.011212686110684881
f=day., v=1, w=0.006721793222130089, v*w=0.006721793222130089
f=cloudy, v=1, w=-0.0010697899963665867, v*w=-0.0010697899963665867
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=peopleare, v=1, w=-0.025497121242498363, v*w=-0.025497121242498363
f=aramp, v=1, w=-0.03625952355583698, v*w=-0.03625952355583698
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=Agroup, v=1, w=-0.044792406511966865, v*w=-0.044792406511966865
f=upa, v=1, w=-0.07090232688569058, v*w=-0.07090232688569058
f=walking, v=1, w=-0.07164629725212439, v*w=-0.07164629725212439
f=peoplewalk, v=1, w=-0.08776385844196236, v*w=-0.08776385844196236
f=a, v=2, w=-0.05768615072059646, v*w=-0.11537230144119293
f=ofpeople, v=1, w=-0.17707043880538878, v*w=-0.17707043880538878
f=groupof, v=1, w=-0.1980543128086121, v*w=-0.1980543128086121
f=are, v=1, w=-0.29381510678573053, v*w=-0.29381510678573053
f=Thepeople, v=1, w=-0.3020209749275053, v*w=-0.3020209749275053
f=day, v=1, w=-0.3423643961704252, v*w=-0.3423643961704252
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
================================================================================
P: A woman pulls a small child in a sled through the snow .
H: A woman pulls a child .
label=1, predicted=1, correct
f=snow., v=1, w=0.44732148468653343, v*w=0.44732148468653343
f=pulls, v=2, w=0.21493371782003196, v*w=0.4298674356400639
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=woman, v=2, w=0.13011455724741094, v*w=0.2602291144948219
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=pullsa, v=2, w=0.10554430066785596, v*w=0.21108860133571192
f=thesnow, v=1, w=0.18153279489057111, v*w=0.18153279489057111
f=smallchild, v=1, w=0.1545517847243978, v*w=0.1545517847243978
f=achild, v=1, w=0.15171346071341646, v*w=0.15171346071341646
f=Awoman, v=2, w=0.06766768141032133, v*w=0.13533536282064265
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=child., v=1, w=0.10024123745703853, v*w=0.10024123745703853
f=throughthe, v=1, w=0.05812404591924281, v*w=0.05812404591924281
f=asmall, v=1, w=0.05291678946592415, v*w=0.05291678946592415
f=womanpulls, v=2, w=0.015934741064768145, v*w=0.03186948212953629
f=childin, v=1, w=-0.03175819312748623, v*w=-0.03175819312748623
f=through, v=1, w=-0.05359997707460395, v*w=-0.05359997707460395
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=snow, v=1, w=-0.09916863059832369, v*w=-0.09916863059832369
f=child, v=2, w=-0.05327532514270736, v*w=-0.10655065028541472
f=asled, v=1, w=-0.11008095281171368, v*w=-0.11008095281171368
f=small, v=1, w=-0.11922588225967878, v*w=-0.11922588225967878
f=sledthrough, v=1, w=-0.17002660739512468, v*w=-0.17002660739512468
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=sled, v=1, w=-0.28820781171433846, v*w=-0.28820781171433846
================================================================================
P: There is not an image here .
H: There is only a single color displayed instead of an image .
label=0, predicted=1, wrong
f=There, v=2, w=0.8977748510992865, v*w=1.795549702198573
f=Thereis, v=2, w=0.6239267523312206, v*w=1.2478535046624413
f=isnot, v=1, w=0.4322947020389966, v*w=0.4322947020389966
f=not, v=1, w=0.2969714355969381, v*w=0.2969714355969381
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=animage, v=2, w=0.08940578201011021, v*w=0.17881156402022041
f=onlya, v=1, w=0.03557115308581611, v*w=0.03557115308581611
f=displayed, v=1, w=0.030727317606436735, v*w=0.030727317606436735
f=color, v=1, w=0.012547969494533058, v*w=0.012547969494533058
f=isonly, v=1, w=0.0024146829551691413, v*w=0.0024146829551691413
f=notan, v=1, w=0, v*w=0
f=imagehere, v=1, w=0, v*w=0
f=singlecolor, v=1, w=0, v*w=0
f=colordisplayed, v=1, w=0, v*w=0
f=displayedinstead, v=1, w=0, v*w=0
f=ofan, v=1, w=-0.008289292299470001, v*w=-0.008289292299470001
f=instead, v=1, w=-0.015550010980756987, v*w=-0.015550010980756987
f=insteadof, v=1, w=-0.015550010980756987, v*w=-0.015550010980756987
f=here, v=1, w=-0.02173346783136283, v*w=-0.02173346783136283
f=of, v=1, w=-0.043646278307833394, v*w=-0.043646278307833394
f=image., v=1, w=-0.04589773048018569, v*w=-0.04589773048018569
f=a, v=1, w=-0.05768615072059646, v*w=-0.05768615072059646
f=here., v=1, w=-0.061251989033040945, v*w=-0.061251989033040945
f=single, v=1, w=-0.06682840665659616, v*w=-0.06682840665659616
f=asingle, v=1, w=-0.10983187270090358, v*w=-0.10983187270090358
f=an, v=2, w=-0.06087247582272282, v*w=-0.12174495164544565
f=image, v=2, w=-0.07037359080854562, v*w=-0.14074718161709124
f=only, v=1, w=-0.14459859776919506, v*w=-0.14459859776919506
f=is, v=2, w=-0.10426457744737729, v*w=-0.20852915489475457
================================================================================
P: A man and a woman are sitting at a table outside , next to a small flower garden .
H: The man and woman are on a date .
label=0, predicted=0, correct
f=nextto, v=1, w=0.26253744494217535, v*w=0.26253744494217535
f=woman, v=2, w=0.13011455724741094, v*w=0.2602291144948219
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=flower, v=1, w=0.2554284138119983, v*w=0.2554284138119983
f=womanare, v=2, w=0.11431452198848782, v*w=0.22862904397697564
f=Aman, v=1, w=0.21805720288299957, v*w=0.21805720288299957
f=table, v=1, w=0.1729726406266336, v*w=0.1729726406266336
f=outside, v=1, w=0.166993073516632, v*w=0.166993073516632
f=sitting, v=1, w=0.1432999207861682, v*w=0.1432999207861682
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=Theman, v=1, w=0.12864486868679553, v*w=0.12864486868679553
f=next, v=1, w=0.12210191439101813, v*w=0.12210191439101813
f=anda, v=1, w=0.09980893051518305, v*w=0.09980893051518305
f=aresitting, v=1, w=0.09125520113647274, v*w=0.09125520113647274
f=atable, v=1, w=0.08428879306371113, v*w=0.08428879306371113
f=awoman, v=1, w=0.07363208941135828, v*w=0.07363208941135828
f=asmall, v=1, w=0.05291678946592415, v*w=0.05291678946592415
f=,next, v=1, w=0.048865767104687104, v*w=0.048865767104687104
f=tableoutside, v=1, w=0.046266173024214194, v*w=0.046266173024214194
f=ona, v=1, w=0.038194294468584127, v*w=0.038194294468584127
f=areon, v=1, w=0.016437667290361755, v*w=0.016437667290361755
f=toa, v=1, w=0.014462275624736433, v*w=0.014462275624736433
f=flowergarden, v=1, w=0, v*w=0
f=on, v=1, w=-0.006576607159839884, v*w=-0.006576607159839884
f=at, v=1, w=-0.023579113361532747, v*w=-0.023579113361532747
f=,, v=1, w=-0.031041731553333035, v*w=-0.031041731553333035
f=garden, v=1, w=-0.032962751837426064, v*w=-0.032962751837426064
f=andwoman, v=1, w=-0.039316531615738406, v*w=-0.039316531615738406
f=smallflower, v=1, w=-0.044324420123372926, v*w=-0.044324420123372926
f=man, v=2, w=-0.03717188463081698, v*w=-0.07434376926163395
f=garden., v=1, w=-0.07645182302866038, v*w=-0.07645182302866038
f=ata, v=1, w=-0.09965907214342017, v*w=-0.09965907214342017
f=outside,, v=1, w=-0.10389776150778365, v*w=-0.10389776150778365
f=small, v=1, w=-0.11922588225967878, v*w=-0.11922588225967878
f=sittingat, v=1, w=-0.13763660954795942, v*w=-0.13763660954795942
f=and, v=2, w=-0.07838795061913068, v*w=-0.15677590123826135
f=date., v=1, w=-0.16908639181596727, v*w=-0.16908639181596727
f=a, v=4, w=-0.05768615072059646, v*w=-0.23074460288238585
f=adate, v=1, w=-0.24701889996909193, v*w=-0.24701889996909193
f=date, v=1, w=-0.25419839286299856, v*w=-0.25419839286299856
f=manand, v=2, w=-0.1956327992018216, v*w=-0.3912655984036432
f=The, v=1, w=-0.4045696403961122, v*w=-0.4045696403961122
f=to, v=1, w=-0.48295348356315804, v*w=-0.48295348356315804
f=are, v=2, w=-0.29381510678573053, v*w=-0.5876302135714611
================================================================================
P: Jet flying low over a field with a woman in the field .
H: A woman watches a jet fly over her .
label=0, predicted=0, correct
f=thefield, v=1, w=0.4004490828793562, v*w=0.4004490828793562
f=watchesa, v=1, w=0.278974336309666, v*w=0.278974336309666
f=woman, v=2, w=0.13011455724741094, v*w=0.2602291144948219
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=her., v=1, w=0.1408745334984511, v*w=0.1408745334984511
f=A, v=1, w=0.1356077086318421, v*w=0.1356077086318421
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=flying, v=1, w=0.07611945033587503, v*w=0.07611945033587503
f=awoman, v=1, w=0.07363208941135828, v*w=0.07363208941135828
f=low, v=1, w=0.07102622578026233, v*w=0.07102622578026233
f=Awoman, v=1, w=0.06766768141032133, v*w=0.06766768141032133
f=Jet, v=1, w=0, v*w=0
f=Jetflying, v=1, w=0, v*w=0
f=flyinglow, v=1, w=0, v*w=0
f=lowover, v=1, w=0, v*w=0
f=jetfly, v=1, w=0, v*w=0
f=flyover, v=1, w=0, v*w=0
f=fieldwith, v=1, w=-0.008107285244171165, v*w=-0.008107285244171165
f=overher, v=1, w=-0.008619070033111423, v*w=-0.008619070033111423
f=field., v=1, w=-0.01986909412019143, v*w=-0.01986909412019143
f=ajet, v=1, w=-0.03438662776828978, v*w=-0.03438662776828978
f=with, v=1, w=-0.03837810488855693, v*w=-0.03837810488855693
f=watches, v=1, w=-0.046568615625333105, v*w=-0.046568615625333105
f=inthe, v=1, w=-0.04945189044635606, v*w=-0.04945189044635606
f=womanwatches, v=1, w=-0.053361988289172144, v*w=-0.053361988289172144
f=in, v=1, w=-0.09509361429859492, v*w=-0.09509361429859492
f=womanin, v=1, w=-0.10592398483778956, v*w=-0.10592398483778956
f=jet, v=1, w=-0.1465591107247841, v*w=-0.1465591107247841
f=fly, v=1, w=-0.15504523735945125, v*w=-0.15504523735945125
f=a, v=3, w=-0.05768615072059646, v*w=-0.1730584521617894
f=afield, v=1, w=-0.17913146179838807, v*w=-0.17913146179838807
f=field, v=2, w=-0.11351889130477621, v*w=-0.22703778260955243
f=the, v=1, w=-0.2428361245146822, v*w=-0.2428361245146822
f=her, v=1, w=-0.24551471204742525, v*w=-0.24551471204742525
f=overa, v=1, w=-0.276756720948977, v*w=-0.276756720948977
f=over, v=2, w=-0.2219186995193103, v*w=-0.4438373990386206
================================================================================
P: A toddler dressed only in a pamper is sitting on the floor playing with 4 `` car '' pieces to a train set .
H: A child plays with a train set .
label=1, predicted=1, correct
f=issitting, v=1, w=0.4606623778558537, v*w=0.4606623778558537
f=train, v=2, w=0.17732453698564252, v*w=0.35464907397128503
f=playswith, v=1, w=0.3090034128967775, v*w=0.3090034128967775
f=A, v=2, w=0.1356077086318421, v*w=0.2712154172636842
f=., v=2, w=0.12857318153330988, v*w=0.25714636306661975
f=thefloor, v=1, w=0.2082442263063584, v*w=0.2082442263063584
f=Achild, v=1, w=0.18121844548684043, v*w=0.18121844548684043
f=floor, v=1, w=0.16324711626686392, v*w=0.16324711626686392
f=sitting, v=1, w=0.1432999207861682, v*w=0.1432999207861682
f=onthe, v=1, w=0.14116085808089524, v*w=0.14116085808089524
f=pieces, v=1, w=0.13616877482494924, v*w=0.13616877482494924
f=ina, v=1, w=0.1019014453480294, v*w=0.1019014453480294
f=atrain, v=2, w=0.04750705349561328, v*w=0.09501410699122656
f=witha, v=1, w=0.07968947448526474, v*w=0.07968947448526474
f=dressed, v=1, w=0.06516085376074424, v*w=0.06516085376074424
f=trainset, v=2, w=0.023594691481396098, v*w=0.047189382962792195
